Name,ADDRESS,Phone,MEDICARE PROVIDER ID,NATIONAL PROVIDER ID (NPI),WEBSITE,PROVIDER TYPE,OWNERSHIP,BEDS,HEALTH SYSTEM AFFILIATION
Franciscan Health Hammond,"5454 Hohman Avenue, Hammond, IN, 46320",(219) 932-2300,150004,1306921911,https://www.franciscanhealth.org/healthcare-facilities/franciscan-health-hammond-18,Acute Care Hospitals,Voluntary non-profit - Church,215,/health_systems/franciscan-health/
Franciscan Health Lafayette,"1701 South Creasy Lane, Lafayette, IN, 47905",(765) 502-4334,150109,1356435341,https://www.franciscanhealth.org/healthcare-facilities/franciscan-health-lafayette-east-62,Acute Care Hospitals,Voluntary non-profit - Church,186,/health_systems/franciscan-health/
Franciscan Health Michigan City,"301 West Homer Street, Michigan City, IN, 46360",(219) 879-8511,150015,1710051941,https://www.franciscanhealth.org/healthcare-facilities/franciscan-health-michigan-city-56,Acute Care Hospitals,Voluntary non-profit - Church,310,/health_systems/franciscan-health/
Franciscan Health Mooresville,"1201 Hadley Road, Mooresville, IN, 46158",(317) 831-1160,150057,1679678197,https://www.franciscanhealth.org/find-a-location/franciscan-health-emergency-department-mooresville-219297,Acute Care Hospitals,Voluntary non-profit - Church,82,/health_systems/franciscan-health/
Franciscan Health Munster,"701 Superior Avenue, Munster, IN, 46321",(219) 922-4200,150165,1427493246,https://www.franciscanhealth.org/healthcare-facilities/franciscan-health-munster-57,Acute Care Hospitals,Voluntary non-profit - Private,63,/health_systems/franciscan-health/
Franciscan Health Olympia Fields,"20201 South Crawford Avenue, Olympia Fields, IL, 60461",(708) 747-4000,140172,1588771919,https://www.franciscanhealth.org/healthcare-facilities/franciscan-health-olympia-fields-59,Acute Care Hospitals,Voluntary non-profit - Church,300,/health_systems/franciscan-health/
Franciscan Health Rensselaer,"1104 East Grace Street, Rensselaer, IN, 47978",(219) 866-5141,151324,,https://www.franciscanhealth.org/healthcare-facilities/franciscan-health-rensselaer-2036,Critical Access Hospitals,Voluntary non-profit - Private,46,/health_systems/franciscan-health/
Frankfort Regional,"299 King's Daughters Drive, Frankfort, KY, 40601",(502) 875-5240,180127,1427095488,https://frankfortregional.com/,Acute Care Hospitals,Proprietary,173,/health_systems/hca-healthcare/
Franklin Memorial Hospital,"111 Franklin Health Commons, Farmington, ME, 04938",(207) 778-6031,200037,1558305847,https://mainehealth.org/franklin-community-health-network/locations/franklin-memorial-hospital,Acute Care Hospitals,Voluntary non-profit - Private,70,/health_systems/mainehealth/
Franklin Woods Community Hospital,"300 Medtech Parkway, Johnson City, TN, 37604",(423) 302-1120,440184,1114033628,https://www.balladhealth.org/hospitals/franklin-woods-community,Acute Care Hospitals,Voluntary non-profit - Private,139,/health_systems/ballad-health/
Freeman Regional Health Services,"510 East Eighth Street, Freeman, SD, 57029",(605) 925-4000,431313,,https://www.freemanregional.com/home,Critical Access Hospitals,Voluntary non-profit - Private,25,/health_systems/avera-health/
Friends Behavioral Health System,"4641 Roosevelt Boulevard, Philadelphia, PA, 19124",(215) 831-4600,394008,,https://friendshospital.com/,Psychiatric,Proprietary,192,/health_systems/universal-health-services/
Froedtert Menomonee Falls Hospital,"W180 N8085 Town Hall Road, Menomonee Falls, WI, 53051",(262) 251-1000,520103,1609822881,https://www.froedtert.com/locations/hospital/menomonee-falls-hospital,Acute Care Hospitals,Voluntary non-profit - Private,237,/health_systems/froedtert-and-the-medical-college-of-wisconsin/
Frye Regional Medical Center,"420 North Center Street, Hickory, NC, 28601",(828) 322-6070,340116,1801823349,https://www.fryemedctr.com/,Acute Care Hospitals,Proprietary,338,/health_systems/lifepoint-health/
Ft. Lauderdale Hospital,"1601 East Las Olas Boulevard, Fort Lauderdale, FL, 33301",(954) 463-4321,104026,,https://ftlauderdalebehavioral.com/,Psychiatric,Proprietary,100,/health_systems/universal-health-services/
Fuller Memorial Hospital,"200 May Street, Attleboro, MA, 02703",(508) 761-8500,224021,,https://fullerhospital.com/,Psychiatric,Proprietary,86,/health_systems/universal-health-services/
Fulton County Health Center,"725 South Shoop Avenue, Wauseon, OH, 43567",(419) 335-2015,361333,,https://www.fultoncountyhealthcenter.org/,Critical Access Hospitals,Voluntary non-profit - Private,35,
Gadsden Regional Medical Center,"1007 Goodyear Avenue, Gadsden, AL, 35903",(256) 494-4000,10040,1225081516,https://www.gadsdenregional.com/,Acute Care Hospitals,Proprietary,346,/health_systems/community-health-systems/
Garden City Hospital Osteopathic,"6245 Inkster Road, Garden City, MI, 48135",(734) 421-3300,230244,1043625940,https://www.gch.org/,Acute Care Hospitals,Voluntary non-profit - Private,323,/health_systems/prime-healthcare-services/
Garden Grove Hospital Medical Center,"12601 Garden Grove Boulevard, Garden Grove, CA, 92843",(714) 537-5160,50230,1659538858,https://www.gardengrovehospital.com/,Acute Care Hospitals,Proprietary,167,/health_systems/prime-healthcare-services/
Garfield Memorial Hospital,"200 N 400th E, Panguitch, UT, 84759",(435) 676-8811,461333,,https://intermountainhealthcare.org/locations/garfield-memorial-hospital/,Critical Access Hospitals,Government - Local,15,/health_systems/intermountain-healthcare/
Garfield Park Hospital,"520 North Ridgeway Avenue, Chicago, IL, 60624",(773) 265-3700,144039,,https://www.hartgrovehospital.com/,Psychiatric,Proprietary,88,/health_systems/universal-health-services/
Garland Behavioral Hospital,"2300 Marie Curie Boulevard, 5th Floor, Garland, TX, 75402",(972) 487-5309,454138,,,Psychiatric,Proprietary,72,/health_systems/universal-health-services/
Gateway Regional,"2100 Madison Avenue, Granite City, IL, 62040",(618) 798-3000,140125,1083685986,http://www.gatewayregional.net/gateway-regional-medical-center/home.aspx,Acute Care Hospitals,Voluntary non-profit - Other,406,/health_systems/quorum-health/
Gaylord Hospital,"50 Gaylord Farm Road, Wallingford, CT, 06492",2032842800,72003,,https://www.gaylord.org/,,,137,
Geisinger Bloomsburg Hospital,"549 Fair Street, Bloomsburg, PA, 17815",(570) 387-2100,390003,1821198755,https://www.geisinger.org/patient-care/find-a-location/geisinger-bloomsburg-hospital?utm_source=gmb&utm_medium=web&utm_term=&utm_content=&utm_campaign=kyruus_brandify,Acute Care Hospitals,Voluntary non-profit - Private,76,/health_systems/geisinger-health-system/
Geisinger Lewistown Hospital,"400 Highland Avenue, Lewistown, PA, 17044",(717) 248-5411,390048,1861545683,https://www.geisinger.org/patient-care/find-a-location/geisinger-lewistown-hospital,Acute Care Hospitals,Voluntary non-profit - Private,123,/health_systems/geisinger-health-system/
Geisinger Medical Center,"100 North Academy Avenue, Danville, PA, 17822",(570) 271-6211,390006,1528197720,https://www.geisinger.org/,Acute Care Hospitals,Voluntary non-profit - Private,559,/health_systems/geisinger-health-system/
Geisinger Wyoming Valley Medical Center,"1000 East Mountain Boulevard, Wilkes Barre, PA, 18711",(570) 826-7300,390270,1275620585,https://www.geisinger.org/patient-care/find-a-location/geisinger-wyoming-valley-medical-center,Acute Care Hospitals,Voluntary non-profit - Private,310,/health_systems/geisinger-health-system/
"Genesis Medical Center, Aledo","409 Nw Ninth Avenue, Aledo, IL, 61231",(309) 582-9100,141304,,https://www.genesishealth.com/facilities/location-public-profile/medical-center-aledo/,Critical Access Hospitals,Voluntary non-profit - Private,22,/health_systems/genesis-health-system/
"Genesis Medical Center, Davenport","1227 East Rusholme Street, Davenport, IA, 52803",(563) 421-1000,160033,1972542264,https://www.genesishealth.com/facilities/location-public-profile/gmc-lab-east/,Acute Care Hospitals,Voluntary non-profit - Private,502,/health_systems/genesis-health-system/
"Genesis Medical Center, DeWitt","1118 11th Street, De Witt, IA, 52742",(563) 659-4200,161313,,https://www.genesishealth.com/facilities/location-public-profile/genesis-medical-center-dewitt/,Critical Access Hospitals,Voluntary non-profit - Private,90,/health_systems/genesis-health-system/
"Genesis Medical Center, Silvis","801 Illini Drive, Silvis, IL, 61282",(309) 281-4000,140275,1427132604,https://www.genesishealth.com/facilities/location-public-profile/genesis-medical-center-silvis/,Acute Care Hospitals,Government - Local,149,/health_systems/genesis-health-system/
Georgetown Community Hospital,"1140 Lexington Road, Georgetown, KY, 40324",(502) 868-1100,180101,1326107319,https://www.georgetowncommunityhospital.com/,Acute Care Hospitals,Proprietary,75,/health_systems/lifepoint-health/
Georgetown Memorial Hospital,"606 Black River Road, Georgetown, SC, 29440",(843) 527-7000,420020,1982604021,https://www.tidelandshealth.org/locations/profile/tidelandsgeorgetown/,Acute Care Hospitals,Voluntary non-profit - Private,131,/health_systems/tidelands-health/
George Washington Univ Hospital,"900 23rd Street Nw, Washington, DC, 20037",(202) 716-4605,90001,1487640207,https://www.gwhospital.com/,Acute Care Hospitals,Proprietary,371,/health_systems/universal-health-services/
Gerald Champion Regional Medical Center,"2669 North Scenic Drive, Alamogordo, NM, 88310",(575) 443-6100,320004,1861450579,https://www.gcrmc.org/,Acute Care Hospitals,Voluntary non-profit - Private,94,
Gerber Memorial Hospital,"212 S Sullivan Ave, Fremont, MI, 49412",None,238636,,https://www.spectrumhealth.org/locations/spectrum-health-gerber-memorial,,,,/health_systems/spectrum-health/
Gibson General Hospital,"1808 Sherman Drive, Princeton, IN, 47670",(812) 385-3401,151319,,http://www.gibsongeneral.com/,Critical Access Hospitals,Voluntary non-profit - Private,25,/health_systems/deaconess-health-system/
Gifford Health Care,"44 South Main Street, Randolph, VT, 05060",(802) 728-4441,471301,,https://giffordhealthcare.org/,Critical Access Hospitals,Voluntary non-profit - Private,52,/health_systems/gifford-health-care/
Gillette Children's Specialty Healthcare,"200 University Avenue East, Saint Paul, MN, 55101",(651) 578-5611,243300,,https://www.gillettechildrens.org/,Childrens,Government - Hospital District or Authority,60,
Glencoe Regional Health,"1805 Hennepin Avenue North, Glencoe, MN, 55336",(320) 864-3121,241355,,https://grhsonline.org/,Critical Access Hospitals,Voluntary non-profit - Other,49,/health_systems/healthpartners/
Glencoe Regional Health,"1805 Hennepin Ave N, Glencoe, MN, 55336",None,245263,,https://grhsonline.org/,,,,/health_systems/healthpartners/
Glendora Oaks Behavioral Health Hospital,"150 West Route 66, Glendora, CA, 91740",(626) 335-0231,50205,1649307489,https://www.glendorahospital.com/,Acute Care Hospitals,Proprietary,128,/health_systems/prime-healthcare-services/
Glen Oaks Hospital,"301 Division Street, Greenville, TX, 75401",(903) 454-6000,454050,,https://www.glenoakshospital.com/,Psychiatric,Proprietary,54,/health_systems/universal-health-services/
Glens Falls Hospital,"100 Park Street, Glens Falls, NY, 12801",(518) 926-1000,330191,1871606764,https://www.glensfallshospital.org/,Acute Care Hospitals,Voluntary non-profit - Private,442,/health_systems/glens-falls-hospital/
Golden Plains Community Hospital,"100 Medical Drive, Borger, TX, 79007",(806) 273-1100,451369,,http://goldenplains.org/,Critical Access Hospitals,Proprietary,25,
Goleta Valley Cottage Hospital,"351 South Patterson Avenue, Santa Barbara, CA, 93111",(805) 681-6446,50357,1225038136,https://www.cottagehealth.org/locations/goleta-valley-cottage-hospital/,Acute Care Hospitals,Voluntary non-profit - Other,122,/health_systems/cottage-health-system/
Good Samaritan Hospital,"401 15th Avenue Se, Puyallup, WA, 98372",(253) 697-2102,500079,1841231461,https://www.multicare.org/good-samaritan-hospital/,Acute Care Hospitals,Voluntary non-profit - Private,365,/health_systems/multicare-health-system/
Good Samaritan Hospital,"1309 North Flagler Drive, West Palm Beach, FL, 33401",(561) 655-5511,100287,1770515991,https://www.goodsamaritanmc.com/,Acute Care Hospitals,Proprietary,333,/health_systems/tenet-healthcare-corporation/
Good Samaritan Hospital - San Jose,"2425 Samaritan Drive, San Jose, CA, 95124",(408) 559-2011,50380,1437103777,https://goodsamsanjose.com/,Acute Care Hospitals,Proprietary,404,/health_systems/hca-healthcare/
Good Samaritan Medical Center,"200 Exempla Circle, Lafayette, CO, 80026",(303) 689-4000,60116,1407845035,https://www.sclhealth.org/locations/good-samaritan-medical-center/,Acute Care Hospitals,Voluntary non-profit - Private,234,/health_systems/scl-health/
Good Samaritan Regional Medical Center,"3600 Nw Samaritan Drive, Corvallis, OR, 97330",(541) 768-5111,380014,1962453134,https://www.samhealth.org/find-a-location/g/good-samaritan-regional-medical-center,Acute Care Hospitals,Voluntary non-profit - Private,188,/health_systems/samaritan-health-services/
Gothenburg Memorial Hospital,"910 20th Street, Gothenburg, NE, 69138",(308) 537-3661,281313,,https://www.gothenburghealth.org/,Critical Access Hospitals,Government - Hospital District or Authority,12,
Gottlieb Memorial Hospital,"701 West North Avenue, Melrose Park, IL, 60160",(708) 681-3200,140008,1831170232,http://www.gottliebhospital.org/,Acute Care Hospitals,Voluntary non-profit - Private,274,/health_systems/trinity-health/
Grady Memorial Hospital,"80 Jesse Hill Jr Drive Se, Atlanta, GA, 30303",(404) 616-4252,110079,1992799050,https://www.gradyhealth.org/,Acute Care Hospitals,Voluntary non-profit - Private,953,/health_systems/grady-health-system/
Grady Memorial Hospital,"561 West Central Avenue, Delaware, OH, 43015",(740) 368-5145,360210,1235174327,https://www.ohiohealth.com/locations/hospitals/grady-memorial-hospital/,Acute Care Hospitals,Voluntary non-profit - Private,130,/health_systems/ohiohealth/
Grand Itasca Clinic and Hospital,"1601 Golf Course Road, Grand Rapids, MN, 55744",(218) 326-3401,240064,1669426631,https://www.granditasca.org/Home,Acute Care Hospitals,Voluntary non-profit - Private,64,/health_systems/fairview-health-services/
Grand Strand Regional Medical Center,"809 82nd Parkway, Myrtle Beach, SC, 29572",(843) 692-1000,420085,1083668669,https://mygrandstrandhealth.com/,Acute Care Hospitals,Proprietary,369,/health_systems/hca-healthcare/
Grandview Hospital,"405 West Grand Avenue, Dayton, OH, 45405",(937) 723-3200,360133,1053339507,https://www.ketteringhealth.org/grandview/,Acute Care Hospitals,Voluntary non-profit - Other,259,/health_systems/kettering-health-network/
Grand View Hospital,"700 Lawn Avenue, Sellersville, PA, 18960",(215) 453-4615,390057,1568459287,https://www.gvh.org/,Acute Care Hospitals,Voluntary non-profit - Other,250,/health_systems/grand-view-hospital/
Grandview Medical Center,"3690 Grandview Parkway, Birmingham, AL, 35243",(205) 971-1000,10104,1023061405,https://www.grandviewhealth.com/,Acute Care Hospitals,Proprietary,422,/health_systems/community-health-systems/
Grant Medical Center,"111 South Grant Avenue, Columbus, OH, 43215",(614) 566-9000,360017,1255377149,https://www.ohiohealth.com/locations/hospitals/grant-medical-center/,Acute Care Hospitals,Voluntary non-profit - Church,645,/health_systems/ohiohealth/
Greater Regional Health,"1700 West Townline Street Suite 3, Creston, IA, 50801",(641) 782-7091,161365,,https://www.greaterregional.org/,Critical Access Hospitals,Government - Local,25,/health_systems/unitypoint-health/
Great Plains Health,"601 West Leota Street, North Platte, NE, 69101",(308) 696-8000,280065,1700855533,https://www.gphealth.org/,Acute Care Hospitals,Voluntary non-profit - Private,116,/health_systems/great-plains-health/
Greenbrier Valley Medical Center,"202 Maplewood Avenue, Ronceverte, WV, 24970",(304) 647-4411,510002,1639124142,https://www.gvmc.com/,Acute Care Hospitals,Proprietary,122,/health_systems/community-health-systems/
