hospitalname,category,serviceCode,serviceName,servicePrice,state
Duke Raleigh Hospital,Chemistry,HCPCS 83010,Haptoglobin (serum protein) level,$63.00,NC
Duke Raleigh Hospital,Chemistry,HCPCS 83718,HDL cholesterol level,$41.00,NC
Duke Raleigh Hospital,Chemistry,HCPCS 83090,Homocysteine (amino acid) level,$89.50,NC
Duke Raleigh Hospital,Chemistry,HCPCS 83498,"Hydroxyprogesterone, 17-D (synthetic hormone) level",$149.50,NC
Duke Raleigh Hospital,Chemistry,HCPCS 83520,Immunoassay other than infectious agent antibody,$300.75,NC
Duke Raleigh Hospital,Chemistry,HCPCS 83525,Insulin Measurement; Total,$57.00,NC
Duke Raleigh Hospital,Chemistry,HCPCS 82330,Ionized Calcium,$68.50,NC
Duke Raleigh Hospital,Chemistry,HCPCS 83550,Iron Binding Capacity,$43.50,NC
Duke Raleigh Hospital,Chemistry,HCPCS 83540,Iron level,$32.50,NC
Duke Raleigh Hospital,Chemistry,HCPCS 83615,Lactate dehydrogenase (enzyme) level,$69.29,NC
Duke Raleigh Hospital,Chemistry,HCPCS 83721,LDL cholesterol level,$52.50,NC
Duke Raleigh Hospital,Chemistry,HCPCS 83690,Lipase (fat enzyme) level,$129.90,NC
Duke Raleigh Hospital,Chemistry,HCPCS 84450,"Liver enzyme (SGOT), level",$35.98,NC
Duke Raleigh Hospital,Chemistry,HCPCS 84480,"Liver enzyme (SGPT), level",$71.00,NC
Duke Raleigh Hospital,Chemistry,HCPCS 83021,Liver function blood test panel,$90.50,NC
Duke Raleigh Hospital,Chemistry,HCPCS 83735,Magnesium Level,$111.61,NC
Duke Raleigh Hospital,Chemistry,HCPCS 82542,Mass spectrometry,$284.92,NC
Duke Raleigh Hospital,Chemistry,HCPCS 83883,"Nephelometry, test method using light",$180.68,NC
Duke Raleigh Hospital,Chemistry,HCPCS 83915,Nucleotidase 5' (enzyme) level,$56.08,NC
Duke Raleigh Hospital,Chemistry,HCPCS 83918,Organic acid level,$169.59,NC
Duke Raleigh Hospital,Chemistry,HCPCS 83945,Oxalate level,$69.78,NC
Duke Raleigh Hospital,Chemistry,HCPCS 83970,Parathormone,$206.50,NC
Duke Raleigh Hospital,Chemistry,HCPCS 84060,Phosphatase (enzyme) level,$41.22,NC
Duke Raleigh Hospital,Chemistry,HCPCS 84157,Prealbumin (protein) level,$29.46,NC
Duke Raleigh Hospital,Chemistry,HCPCS 83519,Procalcitonin (hormone) level,$297.51,NC
Duke Raleigh Hospital,Chemistry,HCPCS 84146,Prolactin (milk producing hormone) level,$97.00,NC
Duke Raleigh Hospital,Chemistry,HCPCS 84165,"Protein Measurement, Serum",$94.97,NC
Duke Raleigh Hospital,Chemistry,HCPCS 82270,Stool analysis for blood,$22.00,NC
Duke Raleigh Hospital,Chemistry,HCPCS 84403,Testosterone (hormone) level,$129.00,NC
Duke Raleigh Hospital,Chemistry,HCPCS 84402,Testosterone Level; Free,$127.50,NC
Duke Raleigh Hospital,Chemistry,HCPCS 84479,"Thyroid hormone, T3 measurement - Total",$51.16,NC
Duke Raleigh Hospital,Chemistry,HCPCS 84445,Thyroid stimulating immune globulins (thyroid related protein) level,$279.50,NC
Duke Raleigh Hospital,Chemistry,HCPCS 84436,Thyroxine (thyroid chemical) measurement - Free Thyroxine,$51.16,NC
Duke Raleigh Hospital,Chemistry,HCPCS 84155,"Total protein level, blood",$40.70,NC
Duke Raleigh Hospital,Chemistry,HCPCS 84156,"Total Protein Level, Urine",$18.50,NC
Duke Raleigh Hospital,Chemistry,HCPCS 84166,Troponin (protein) analysis,$89.00,NC
Duke Raleigh Hospital,Chemistry,HCPCS 84560,Uric acid level,$37.30,NC
Duke Raleigh Hospital,Chemistry,HCPCS 84550,"Uric acid level, blood",$22.50,NC
Duke Raleigh Hospital,Chemistry,HCPCS 82340,Urine calcium level,$37.42,NC
Duke Raleigh Hospital,Chemistry,HCPCS 82436,Urine chloride level,$33.92,NC
Duke Raleigh Hospital,Chemistry,HCPCS 82043,Urine microalbumin (protein) level,$104.48,NC
Duke Raleigh Hospital,Chemistry,HCPCS 83935,Urine osmolality (concentration) measurement,$34.00,NC
Duke Raleigh Hospital,Chemistry,HCPCS 84120,Urine porphyrins (metabolism substance) measurement,$114.45,NC
Duke Raleigh Hospital,Chemistry,HCPCS 84133,Urine potassium level,$23.50,NC
Duke Raleigh Hospital,Chemistry,HCPCS 84300,Urine sodium level,$25.50,NC
Duke Raleigh Hospital,Chemistry,HCPCS 84591,Vitamin B-6 level,$149.59,NC
Duke Raleigh Hospital,Chemistry,HCPCS 82306,Vitamin D; 25 hydroxy,$148.00,NC
Duke Raleigh Hospital,Chemistry,HCPCS 84630,Zinc level,$57.00,NC
Duke Raleigh Hospital,Immunology,HCPCS 86618,Analysis for antibody Borrelia burgdorferi (Lyme disease bacteria),$85.00,NC
Duke Raleigh Hospital,Immunology,HCPCS 86644,Analysis for antibody (IgM) to Cytomegalovirus (CMV),$72.00,NC
Duke Raleigh Hospital,Immunology,HCPCS 86694,Analysis for antibody to Herpes simplex virus,$29.09,NC
Duke Raleigh Hospital,Immunology,HCPCS 86695,"Analysis for antibody to Herpes simplex virus, type 1",$72.50,NC
Duke Raleigh Hospital,Immunology,HCPCS 86803,Confirmation test for Hepatitis C antibody,$84.87,NC
Duke Raleigh Hospital,Immunology,HCPCS 86318,Covid-19 antibody test,$14.42,NC
Duke Raleigh Hospital,Immunology,HCPCS 86225,Deoxyribonucleic acid (DNA) antibody; native or double stranded,$101.00,NC
Duke Raleigh Hospital,Immunology,HCPCS 86704,Hepatitis B core antibody (IgM) measurement,$60.50,NC
Duke Raleigh Hospital,Immunology,HCPCS 86706,Hepatitis B surface antibody measurement,$59.00,NC
Duke Raleigh Hospital,Immunology,HCPCS 86317,Immunoassay for infectious agent antibody,$75.00,NC
Duke Raleigh Hospital,Immunology,HCPCS 86334,Immunofixation electrophoresis; serum,$111.50,NC
Duke Raleigh Hospital,Immunology,HCPCS 86140,Measurement C-reactive protein,$26.00,NC
Duke Raleigh Hospital,Immunology,HCPCS 86003,Measurement of antibody (IgE) to allergic substance,$168.60,NC
Duke Raleigh Hospital,Immunology,HCPCS 86255,Measurement of antibody to noninfectious agent,$86.38,NC
Duke Raleigh Hospital,Immunology,HCPCS 86161,Measurement of complement (immune system proteins),$85.07,NC
Duke Raleigh Hospital,Immunology,HCPCS 86708,Measurement of Hepatitis A antibody (IgM),$68.00,NC
Duke Raleigh Hospital,Immunology,HCPCS 86376,Microsomal Antibodies Measurement,$73.00,NC
Duke Raleigh Hospital,Immunology,HCPCS 86431,Rheumatoid factor level,$28.50,NC
Duke Raleigh Hospital,Immunology,HCPCS 86308,Screening test for mononucleosis (mono),$56.27,NC
Duke Raleigh Hospital,Immunology,HCPCS 86580,Skin test for tuberculosis,$12.50,NC
Duke Raleigh Hospital,Immunology,HCPCS 86592,Syphilis Detection Test,$27.65,NC
Duke Raleigh Hospital,Immunology,HCPCS 86361,T cell count and ratio,$106.74,NC
Duke Raleigh Hospital,Immunology,HCPCS 86360,"T cells; absolute CD4 and CD8 count, including ratio",$106.74,NC
Duke Raleigh Hospital,Immunology,HCPCS 86359,"T cells count, total",$217.66,NC
Duke Raleigh Hospital,Immunology,HCPCS 86800,Thyroglobulin (thyroid protein) antibody measurement,$79.50,NC
Duke Raleigh Hospital,Microbiology,HCPCS 87147,Analysis for antibody bordetella (respiratory bacteria),$56.87,NC
Duke Raleigh Hospital,Microbiology,HCPCS 87070,"Bacterial Culture, any source ",$43.00,NC
Duke Raleigh Hospital,Microbiology,HCPCS 87086,Bacterial urine culture; quantitative colony count,$40.50,NC
Duke Raleigh Hospital,Microbiology,HCPCS 87491,Chlamydia Test,$175.50,NC
Duke Raleigh Hospital,Microbiology,HCPCS 87635,Covid-19 current infection test,$75.00,NC
Duke Raleigh Hospital,Microbiology,HCPCS 87493,Detection test for clostridium difficile,$205.00,NC
Duke Raleigh Hospital,Microbiology,HCPCS 87324,Detection test for clostridium difficile toxins (stool pathogen),$60.00,NC
Duke Raleigh Hospital,Microbiology,HCPCS 87497,"Detection test for cytomegalovirus, quantification",$214.00,NC
Duke Raleigh Hospital,Microbiology,HCPCS 87340,Detection test for Hepatitis Be surface antigen,$54.22,NC
Duke Raleigh Hospital,Microbiology,HCPCS 87536,"Detection test for HIV-1 virus, quantification",$230.68,NC
Duke Raleigh Hospital,Microbiology,HCPCS 87591,Detection Test for Neisseria Gonorrhoeae,$79.57,NC
Duke Raleigh Hospital,Microbiology,HCPCS 87517,Hepatitis B Detection,$243.19,NC
Duke Raleigh Hospital,Microbiology,HCPCS 87389,HIV antigen and antibodies detection test,$120.50,NC
Duke Raleigh Hospital,Microbiology,HCPCS 86735,Mumps virus antibody test,$65.50,NC
Duke Raleigh Hospital,Microbiology,HCPCS 86747,Parvovirus antibody test,$75.00,NC
Duke Raleigh Hospital,Microbiology,HCPCS 86762,Rubella virus antibody test,$41.53,NC
Duke Raleigh Hospital,Microbiology,HCPCS 86765,Rubeola virus antibody test,$84.23,NC
Duke Raleigh Hospital,Microbiology,HCPCS 87207,Smear for infectious agents,$73.69,NC
Duke Raleigh Hospital,Microbiology,HCPCS 87177,Smear for Parasites,$44.50,NC
Duke Raleigh Hospital,Microbiology,HCPCS 87206,Special stain for microorganism; special stain for parasites,$27.00,NC
Duke Raleigh Hospital,Microbiology,HCPCS 87045,Stool Culture,$47.00,NC
Duke Raleigh Hospital,Microbiology,HCPCS 87880,Strep Test,$12.36,NC
Duke Raleigh Hospital,Microbiology,HCPCS 87804,Test for Influenza Virus,$83.00,NC
Duke Raleigh Hospital,Microbiology,HCPCS 86780,Treponema pallidum antibody test,$66.00,NC
Duke Raleigh Hospital,Microbiology,HCPCS 86787,Varicella-zoster virus antibody test,$601.44,NC
Duke Raleigh Hospital,Breast,HCPCS 77063,3D Mammogram Screening (Tomosynthesis),$30.24,NC
Duke Raleigh Hospital,Breast,HCPCS 77065,"Diagnostic mammography, unilateral",$87.64,NC
Duke Raleigh Hospital,Breast,HCPCS 77067,Mammogram Screening,$92.68,NC
Duke Raleigh Hospital,Breast,HCPCS 77066,Mammography of both breasts,$112.00,NC
Duke Raleigh Hospital,CT Scan,HCPCS 71275,CT Angiogram Chest with and without Contrast,"$1,150.80",NC
Duke Raleigh Hospital,CT Scan,HCPCS 74150,CT scan Abdomen without Contrast,$582.12,NC
Duke Raleigh Hospital,CT Scan,HCPCS 70450,"CT scan, head or brain, without contrast",$547.12,NC
Duke Raleigh Hospital,CT Scan,HCPCS 70486,"CT scan, maxillofacial area; without contrast material",$564.48,NC
Duke Raleigh Hospital,CT Scan,HCPCS 74178,CT scan of abdomen & pelvis with and without contrast material,"$1,874.60",NC
Duke Raleigh Hospital,CT Scan,HCPCS 74177,CT scan of abdomen & pelvis with contrast material,"$1,373.12",NC
Duke Raleigh Hospital,CT Scan,HCPCS 74176,CT scan of abdomen & pelvis without contrast material,"$1,267.28",NC
Duke Raleigh Hospital,CT Scan,HCPCS 74160,CT scan of abdomen with contrast material,$686.84,NC
Duke Raleigh Hospital,CT Scan,HCPCS 74170,CT scan of abdomen without & with contrast material,$976.36,NC
Duke Raleigh Hospital,CT Scan,HCPCS 71260,"CT Scan of thorax, with contrast material",$686.84,NC
Duke Raleigh Hospital,CT Scan,HCPCS 71250,"CT Scan of thorax, without contrast material",$582.12,NC
Duke Raleigh Hospital,CT Scan,HCPCS 72193,"CT scan, pelvis, with contrast",$686.84,NC
Duke Raleigh Hospital,CT Scan,HCPCS 70491,"CT scan, soft tissue neck; with contrast material(s)",$711.48,NC
Duke Raleigh Hospital,MRA,HCPCS 70544,"Magnetic resonance angiography, head; without contrast material(s)",$741.44,NC
Duke Raleigh Hospital,MRI,HCPCS 72146,MRI chest spine without contrast material,$876.40,NC
Duke Raleigh Hospital,MRI,HCPCS 72148,MRI lumbar spine without contrast material,$876.40,NC
Duke Raleigh Hospital,MRI,HCPCS 72158,MRI lumbar spine without & with contrast material,"$1,273.16",NC
Duke Raleigh Hospital,MRI,HCPCS 72141,MRI neck spine without contrast material,$876.40,NC
Duke Raleigh Hospital,MRI,HCPCS 72156,MRI neck spine without & with contrast material,"$1,273.16",NC
Duke Raleigh Hospital,MRI,HCPCS 74183,MRI of abdomen without & with contrast material,"$1,344.00",NC
Duke Raleigh Hospital,MRI,HCPCS 73221,MRI of upper extremity joint; without contrast material,$852.04,NC
Duke Raleigh Hospital,MRI,HCPCS 70553,MRI scan of brain before and after contrast,"$1,236.20",NC
Duke Raleigh Hospital,MRI,HCPCS 70551,MRI scan of brain (including brain stem); without contrast material,$876.40,NC
Duke Raleigh Hospital,MRI,HCPCS 73721,MRI scan of leg joint,$852.04,NC
Duke Raleigh Hospital,Ultrasound,HCPCS 76805,"Abdominal ultrasound of pregnant uterus, first trimester",$205.52,NC
Duke Raleigh Hospital,Ultrasound,HCPCS 76770,"Ultrasound exam of abdomenal back wall, complete",$220.92,NC
Duke Raleigh Hospital,Ultrasound,HCPCS 76536,Ultrasound exam of head and neck,$217.00,NC
Duke Raleigh Hospital,Ultrasound,HCPCS 76942,Ultrasound guidance for biopsy,$204.68,NC
Duke Raleigh Hospital,Ultrasound,HCPCS 76881,Ultrasound Joint Soft Tissue - Complete,$220.92,NC
Duke Raleigh Hospital,Ultrasound,HCPCS 76700,"Ultrasound of abdomen, complete",$284.20,NC
Duke Raleigh Hospital,Ultrasound,HCPCS 76705,"Ultrasound of abdomen, limited",$219.52,NC
Duke Raleigh Hospital,Ultrasound,HCPCS 76857,Ultrasound of pelvis,$154.84,NC
Duke Raleigh Hospital,Ultrasound,HCPCS 76856,"Ultrasound, pelvic, complete",$274.96,NC
Duke Raleigh Hospital,Ultrasound,HCPCS 76830,"Ultrasound, transvaginal",$212.24,NC
Duke Raleigh Hospital,Abdomenal,MSDRG 343,Appendectomy (Inpatient),"$8,207.87",NC
Duke Raleigh Hospital,Abdomenal,HCPCS 52204,Biopsy of the bladder using an endoscope,"$1,421.56",NC
Duke Raleigh Hospital,Abdomenal,HCPCS 52000,Diagnostic examination of the bladder and bladder canal (urethra) using an endoscope,$492.24,NC
Duke Raleigh Hospital,Abdomenal,HCPCS 51702,Insertion of Indwelling Bladder Catheter,$40.60,NC
Duke Raleigh Hospital,Abdomenal,HCPCS 51701,Insertion of temporary bladder catheter,$163.24,NC
Duke Raleigh Hospital,Abdomenal,MSDRG 419,Laparoscopic cholecystectomy (Inpatient),"$9,234.41",NC
Duke Raleigh Hospital,Abdomenal,HCPCS 50590,Shock wave crushing of kidney stones,"$4,407.20",NC
Duke Raleigh Hospital,Breast,HCPCS 19101,Biopsy of breast,$657.44,NC
Duke Raleigh Hospital,Breast,HCPCS 19120,Excision of cyst of breast,$657.44,NC
Duke Raleigh Hospital,Cardiac,MSDRG 227,Cardiac defibrillator implant without cardiac catherization,"$68,675.05",NC
Duke Raleigh Hospital,Cardiac,HCPCS 33249,Defibrillator complete system,"$21,978.88",NC
Duke Raleigh Hospital,Cardiac,HCPCS 33240,Defibrillator generator,"$18,176.20",NC
Duke Raleigh Hospital,Cardiac,HCPCS 93452,Diagnostic heart catheterization,"$3,477.88",NC
Duke Raleigh Hospital,Cardiac,HCPCS 93451,Diagnostic heart catheterization (right side),"$2,940.84",NC
Duke Raleigh Hospital,Cardiac,HCPCS 93320,"Doppler ultrasound of heart blood flow, valves, and chambers",$98.84,NC
Duke Raleigh Hospital,Cardiac,MSDRG 247,Implant drug-eluting stent,"$20,855.56",NC
Duke Raleigh Hospital,Cardiac,MSDRG 244,Implant Permanent Cardiac Pacemaker,"$22,604.79",NC
Duke Raleigh Hospital,Cardiac,HCPCS 33228,Replacement of dual lead permanent pacemaker pulse generator,"$8,153.60",NC
Duke Raleigh Hospital,Digestive,HCPCS 45378,"Colonoscopy, diagnostic",$551.04,NC
Duke Raleigh Hospital,Digestive,HCPCS 45380,"Colonoscopy, with biopsy",$759.64,NC
Duke Raleigh Hospital,Digestive,HCPCS 45384,"Colonoscopy, with tumor removal",$759.64,NC
Duke Raleigh Hospital,Digestive,HCPCS 45385,"Colonoscopy, with tumor removal (SNARE)",$759.64,NC
Duke Raleigh Hospital,Digestive,HCPCS 43235,EGD,$570.08,NC
Duke Raleigh Hospital,Digestive,HCPCS 43239,EGD and biopsy,$570.08,NC
Duke Raleigh Hospital,Digestive,HCPCS 46255,Removal of internal and external hemorrhoids,"$1,460.20",NC
Duke Raleigh Hospital,Digestive,HCPCS 45391,Ultrasound of lower large bowel using an endoscope,$759.64,NC
Duke Raleigh Hospital,Female Reproductive,MSDRG 743,"Uterine and adnexa procedures, non-malignancy","$7,573.04",NC
Duke Raleigh Hospital,General,HCPCS 55700,Biopsy of prostate gland,$870.24,NC
Duke Raleigh Hospital,General,HCPCS 10060,Drainage of Abscess,$85.40,NC
Duke Raleigh Hospital,General,HCPCS 10120,"Incision and removal of foreign body, subcutaneous tissues; simple",$84.84,NC
Duke Raleigh Hospital,General,HCPCS 69200,Removal of foreign body from ear canal,$56.28,NC
Duke Raleigh Hospital,General,HCPCS 12002,Repair of Wound (2.6 to 7.5 centimeters),$122.09,NC
Duke Raleigh Hospital,General,HCPCS 12005,Repair of Wound (7.6 to 12.5 cm),$223.64,NC
Duke Raleigh Hospital,General,HCPCS 12011,"Simple wound repair of face, including ears; 2.5 cm or less",$122.09,NC
Duke Raleigh Hospital,General,HCPCS 12001,"Simple wound repair of scalp, neck, external genitalia; 2.5 cm or less",$122.09,NC
Duke Raleigh Hospital,Musculoskeletal,MSDRG 455,Bi-lateral (combined anterior/posterior) spinal fusion,"$37,824.06",NC
Duke Raleigh Hospital,Musculoskeletal,HCPCS 26770,Closed treatment of dislocated finger joint with manipulation,$63.56,NC
Duke Raleigh Hospital,Musculoskeletal,HCPCS 62323,Injection of substance into spinal canal of lower back or sacrum using imaging guidance,$952.00,NC
Duke Raleigh Hospital,Musculoskeletal,HCPCS 62321,Injection of substance into spinal canal of upper or middle back using imaging guidance,$952.00,NC
Duke Raleigh Hospital,Musculoskeletal,HCPCS 64483,Injections of anesthetic and/or steroid drug into lower or sacral spine nerve root using imaging guidance,$822.64,NC
Duke Raleigh Hospital,Musculoskeletal,HCPCS 20610,Joint arthrocentesis,$155.96,NC
Duke Raleigh Hospital,Musculoskeletal,MSDRG 470,Joint replacement (hip or knee),"$13,962.34",NC
Duke Raleigh Hospital,Musculoskeletal,MSDRG 473,Spinal fusion (cervical),"$14,726.08",NC
Duke Raleigh Hospital,Musculoskeletal,MSDRG 460,Spinal fusion (non-cervical),"$24,583.02",NC
Duke Raleigh Hospital,Musculoskeletal,HCPCS 29580,"Strapping, Unna boot",$82.88,NC
Duke Raleigh Hospital,Ocular,HCPCS 66984,Cataract removal,$862.43,NC
Duke Raleigh Hospital,Ocular,HCPCS 66982,Cataract removal with insertion of lens,$862.43,NC
Duke Raleigh Hospital,Ocular,HCPCS 65426,Removal or relocation of corneal conjunctiva,$812.78,NC
Duke Raleigh Hospital,Ocular,HCPCS 65756,Transplant of outer layer of corneal tissue,"$1,624.21",NC
Duke Raleigh Hospital,Soft Tissue,HCPCS 97597,Debridement of open wound,$136.08,NC
Duke Raleigh Hospital,Vascular,HCPCS 36592,Collection of blood specimen from central or peripheral venous catheter,$58.24,NC
Duke Raleigh Hospital,Vascular,HCPCS 36416,Collection of capillary blood specimen,$5.81,NC
Duke Raleigh Hospital,Vascular,HCPCS 36556,Insert non-tunneled catheter (age over 5),$859.04,NC
Duke Raleigh Hospital,Vascular,HCPCS 36430,Transfusion of Blood or Blood Products,$520.24,NC
Duke Raleigh Hospital,Vascular,HCPCS 36590,Ultrasound Veins of One Arm or Leg,$457.24,NC
Duke Regional Hospital,Emergency Care,HCPCS 99292,"Emergency Critical Care, Each Additional 30 Minutes","$1,157.95",NC
Duke Regional Hospital,Emergency Care,HCPCS 99291,"Emergency Critical Care, First 30 Minutes","$2,409.47",NC
Duke Regional Hospital,Emergency Care,HCPCS 99281,Emergency Level 1,$107.21,NC
Duke Regional Hospital,Emergency Care,HCPCS 99282,Emergency Level 2,$256.11,NC
Duke Regional Hospital,Emergency Care,HCPCS 99283,Emergency Level 3,$435.11,NC
Duke Regional Hospital,Emergency Care,HCPCS 99284,Emergency Level 4,$720.00,NC
Duke Regional Hospital,Emergency Care,HCPCS 99285,Emergency Level 5,"$1,164.29",NC
Duke Regional Hospital,Hospital,HCPCS 99234,Hospital observation care discharge,$138.00,NC
Duke Regional Hospital,Hospital,HCPCS 99219,Hospital observation care typically 70 minutes per day,$139.00,NC
Duke Regional Hospital,Hospital,HCPCS 99235,"Hospital observation or inpatient care moderate severity, 50 minutes per day",$173.00,NC
Duke Regional Hospital,Hospital,HCPCS 99218,Hospital Observation per Hour,$103.00,NC
Duke Regional Hospital,Hospital,HCPCS 99224,"Subsequent observation care, typically 25 minutes per day",$41.00,NC
Duke Regional Hospital,Office Visit,HCPCS 99385,Initial new patient preventive medicine evaluation (18-39 years),$135.00,NC
Duke Regional Hospital,Office Visit,HCPCS 99386,Initial new patient preventive medicine evaluation (40-64 years),$156.00,NC
Duke Regional Hospital,Office Visit,HCPCS 99204,"New patient office of other outpatient visit, typically 45 min",$172.18,NC
Duke Regional Hospital,Office Visit,HCPCS 99205,"New patient office of other outpatient visit, typically 60 min",$180.86,NC
Duke Regional Hospital,Office Visit,HCPCS 99203,"New patient office or other outpatient visit, typically 30 min",$161.65,NC
Duke Regional Hospital,Office Visit,HCPCS 99243,"Patient office consultation, typically 40 min",$125.00,NC
Duke Regional Hospital,Office Visit,HCPCS 99244,"Patient office consultation, typically 60 min",$187.00,NC
